date,sex,age,ethnicity,population,year
01/01/2018,male,80-84,chinese,37.9,2018
01/01/2018,male,80-84,indian,5.8,2018
01/01/2018,male,80-84,other_citizen,0.4,2018
01/01/2018,male,85+,overall,71.3,2018
01/01/2018,male,85+,bumi_malay,30.3,2018
01/01/2018,male,85+,bumi_other,8.8,2018
01/01/2018,male,85+,chinese,22.5,2018
01/01/2018,male,85+,indian,4.6,2018
01/01/2018,male,85+,other_citizen,0.6,2018
01/01/2019,female,0-4,overall,1248.9,2019
01/01/2019,female,0-4,bumi_malay,799.8,2019
01/01/2019,female,0-4,bumi_other,157,2019
01/01/2019,female,0-4,chinese,155.3,2019
01/01/2019,female,0-4,indian,54.5,2019
01/01/2019,female,0-4,other_citizen,19.2,2019
01/01/2019,female,5-9,overall,1227.5,2019
01/01/2019,female,5-9,bumi_malay,744.5,2019
01/01/2019,female,5-9,bumi_other,163,2019
01/01/2019,female,5-9,chinese,185.1,2019
01/01/2019,female,5-9,indian,62.8,2019
01/01/2019,female,5-9,other_citizen,20.9,2019
01/01/2019,female,10-14,overall,1227.7,2019
01/01/2019,female,10-14,bumi_malay,708.8,2019
01/01/2019,female,10-14,bumi_other,186.2,2019
01/01/2019,female,10-14,chinese,214,2019
01/01/2019,female,10-14,indian,75.5,2019
01/01/2019,female,10-14,other_citizen,16.6,2019
01/01/2019,female,15-19,overall,1377.4,2019
01/01/2019,female,15-19,bumi_malay,741.8,2019
01/01/2019,female,15-19,bumi_other,187.6,2019
01/01/2019,female,15-19,chinese,243.6,2019
01/01/2019,female,15-19,indian,83.2,2019
01/01/2019,female,15-19,other_citizen,14.1,2019
01/01/2019,female,20-24,overall,1505.2,2019
01/01/2019,female,20-24,bumi_malay,734.3,2019
01/01/2019,female,20-24,bumi_other,184.1,2019
01/01/2019,female,20-24,chinese,255.1,2019
01/01/2019,female,20-24,indian,86.3,2019
01/01/2019,female,20-24,other_citizen,12.7,2019
01/01/2019,female,25-29,overall,1524.4,2019
01/01/2019,female,25-29,bumi_malay,741,2019
01/01/2019,female,25-29,bumi_other,181.4,2019
01/01/2019,female,25-29,chinese,267.2,2019
01/01/2019,female,25-29,indian,89.7,2019
01/01/2019,female,25-29,other_citizen,12.6,2019
01/01/2019,female,30-34,overall,1367.7,2019
01/01/2019,female,30-34,bumi_malay,688.1,2019
01/01/2019,female,30-34,bumi_other,162.2,2019
01/01/2019,female,30-34,chinese,266.2,2019
01/01/2019,female,30-34,indian,87.1,2019
01/01/2019,female,30-34,other_citizen,11.3,2019
01/01/2019,female,35-39,overall,1208.8,2019
01/01/2019,female,35-39,bumi_malay,591.8,2019
01/01/2019,female,35-39,bumi_other,143.7,2019
01/01/2019,female,35-39,chinese,256.7,2019
01/01/2019,female,35-39,indian,84.6,2019
01/01/2019,female,35-39,other_citizen,9,2019
01/01/2019,female,40-44,overall,948.3,2019
01/01/2019,female,40-44,bumi_malay,455.4,2019
01/01/2019,female,40-44,bumi_other,105.7,2019
01/01/2019,female,40-44,chinese,225.6,2019
01/01/2019,female,40-44,indian,68.6,2019
01/01/2019,female,40-44,other_citizen,6.5,2019
01/01/2019,female,45-49,overall,878.4,2019
01/01/2019,female,45-49,bumi_malay,429.8,2019
01/01/2019,female,45-49,bumi_other,100.9,2019
01/01/2019,female,45-49,chinese,222.9,2019
01/01/2019,female,45-49,indian,65.8,2019
01/01/2019,female,45-49,other_citizen,5.4,2019
01/01/2019,female,50-54,overall,817.1,2019
01/01/2019,female,50-54,bumi_malay,401.7,2019
01/01/2019,female,50-54,bumi_other,89.2,2019
01/01/2019,female,50-54,chinese,221.4,2019
01/01/2019,female,50-54,indian,64.1,2019
01/01/2019,female,50-54,other_citizen,5.1,2019
01/01/2019,female,55-59,overall,708.1,2019
01/01/2019,female,55-59,bumi_malay,351.6,2019
01/01/2019,female,55-59,bumi_other,74.4,2019
01/01/2019,female,55-59,chinese,196.3,2019
01/01/2019,female,55-59,indian,58.7,2019
01/01/2019,female,55-59,other_citizen,4.3,2019
01/01/2019,female,60-64,overall,586.3,2019
01/01/2019,female,60-64,bumi_malay,291.1,2019
01/01/2019,female,60-64,bumi_other,55.5,2019
01/01/2019,female,60-64,chinese,172.8,2019
01/01/2019,female,60-64,indian,49,2019
01/01/2019,female,60-64,other_citizen,3.2,2019
01/01/2019,female,65-69,overall,441.7,2019
01/01/2019,female,65-69,bumi_malay,216.4,2019
01/01/2019,female,65-69,bumi_other,36.4,2019
01/01/2019,female,65-69,chinese,141.9,2019
01/01/2019,female,65-69,indian,35.4,2019
01/01/2019,female,65-69,other_citizen,2.1,2019
01/01/2019,female,70-74,overall,318.2,2019
01/01/2019,female,70-74,bumi_malay,149,2019
01/01/2019,female,70-74,bumi_other,26.9,2019
01/01/2019,female,70-74,chinese,111.4,2019
01/01/2019,female,70-74,indian,24.6,2019
01/01/2019,female,70-74,other_citizen,1.5,2019
01/01/2019,female,75-79,overall,183.9,2019
01/01/2019,female,75-79,bumi_malay,84,2019
01/01/2019,female,75-79,bumi_other,18.1,2019
01/01/2019,female,75-79,chinese,66.5,2019
01/01/2019,female,75-79,indian,11.6,2019
01/01/2019,female,75-79,other_citizen,0.8,2019
01/01/2019,female,80-84,overall,113.1,2019
01/01/2019,female,80-84,bumi_malay,49.7,2019
01/01/2019,female,80-84,bumi_other,9.7,2019
01/01/2019,female,80-84,chinese,43.4,2019
01/01/2019,female,80-84,indian,7.5,2019
01/01/2019,female,80-84,other_citizen,0.4,2019
01/01/2019,female,85+,overall,75.2,2019
01/01/2019,female,85+,bumi_malay,36.6,2019
01/01/2019,female,85+,bumi_other,9.3,2019
01/01/2019,female,85+,chinese,19.9,2019
01/01/2019,female,85+,indian,6,2019
01/01/2019,female,85+,other_citizen,0.4,2019
01/01/2019,male,0-4,overall,1331.1,2019
01/01/2019,male,0-4,bumi_malay,852.4,2019
01/01/2019,male,0-4,bumi_other,167.9,2019
01/01/2019,male,0-4,chinese,166.2,2019
01/01/2019,male,0-4,indian,56.3,2019
01/01/2019,male,0-4,other_citizen,20.5,2019
01/01/2019,male,5-9,overall,1317.7,2019
01/01/2019,male,5-9,bumi_malay,795.3,2019
01/01/2019,male,5-9,bumi_other,175,2019
01/01/2019,male,5-9,chinese,201.5,2019
01/01/2019,male,5-9,indian,68.1,2019
01/01/2019,male,5-9,other_citizen,22,2019
01/01/2019,male,10-14,overall,1299.4,2019
01/01/2019,male,10-14,bumi_malay,751.9,2019
01/01/2019,male,10-14,bumi_other,193.1,2019
01/01/2019,male,10-14,chinese,229.5,2019
01/01/2019,male,10-14,indian,78,2019
01/01/2019,male,10-14,other_citizen,18,2019
01/01/2019,male,15-19,overall,1480.1,2019
01/01/2019,male,15-19,bumi_malay,779.3,2019
01/01/2019,male,15-19,bumi_other,194.6,2019
01/01/2019,male,15-19,chinese,258.7,2019
01/01/2019,male,15-19,indian,87,2019
01/01/2019,male,15-19,other_citizen,15.3,2019
01/01/2019,male,20-24,overall,1675.9,2019
01/01/2019,male,20-24,bumi_malay,761.8,2019
01/01/2019,male,20-24,bumi_other,189.8,2019
01/01/2019,male,20-24,chinese,269,2019
01/01/2019,male,20-24,indian,87.5,2019
01/01/2019,male,20-24,other_citizen,14.8,2019
01/01/2019,male,25-29,overall,1746.2,2019
01/01/2019,male,25-29,bumi_malay,750.7,2019
01/01/2019,male,25-29,bumi_other,182.7,2019
01/01/2019,male,25-29,chinese,280.2,2019
01/01/2019,male,25-29,indian,88,2019
01/01/2019,male,25-29,other_citizen,12.8,2019
01/01/2019,male,30-34,overall,1502.4,2019
01/01/2019,male,30-34,bumi_malay,683.6,2019
01/01/2019,male,30-34,bumi_other,157.7,2019
01/01/2019,male,30-34,chinese,268.2,2019
01/01/2019,male,30-34,indian,90.7,2019
01/01/2019,male,30-34,other_citizen,11.5,2019
01/01/2019,male,35-39,overall,1304,2019
01/01/2019,male,35-39,bumi_malay,601,2019
01/01/2019,male,35-39,bumi_other,139.9,2019
01/01/2019,male,35-39,chinese,266.1,2019
01/01/2019,male,35-39,indian,84.9,2019
01/01/2019,male,35-39,other_citizen,9.1,2019
01/01/2019,male,40-44,overall,1022.3,2019
01/01/2019,male,40-44,bumi_malay,465,2019
01/01/2019,male,40-44,bumi_other,107.3,2019
01/01/2019,male,40-44,chinese,244.6,2019
01/01/2019,male,40-44,indian,70.7,2019
01/01/2019,male,40-44,other_citizen,6.3,2019
01/01/2019,male,45-49,overall,895.9,2019
01/01/2019,male,45-49,bumi_malay,415.5,2019
01/01/2019,male,45-49,bumi_other,100.6,2019
01/01/2019,male,45-49,chinese,234.6,2019
01/01/2019,male,45-49,indian,62.1,2019
01/01/2019,male,45-49,other_citizen,4.6,2019
01/01/2019,male,50-54,overall,810.2,2019
01/01/2019,male,50-54,bumi_malay,380.3,2019
01/01/2019,male,50-54,bumi_other,91.6,2019
01/01/2019,male,50-54,chinese,224.5,2019
01/01/2019,male,50-54,indian,57.8,2019
01/01/2019,male,50-54,other_citizen,4.7,2019
01/01/2019,male,55-59,overall,736.6,2019
01/01/2019,male,55-59,bumi_malay,347,2019
01/01/2019,male,55-59,bumi_other,81.1,2019
01/01/2019,male,55-59,chinese,217.6,2019
01/01/2019,male,55-59,indian,55.3,2019
01/01/2019,male,55-59,other_citizen,4.3,2019
01/01/2019,male,60-64,overall,585.1,2019
01/01/2019,male,60-64,bumi_malay,272,2019
01/01/2019,male,60-64,bumi_other,61.2,2019
01/01/2019,male,60-64,chinese,184.6,2019
01/01/2019,male,60-64,indian,43.1,2019
01/01/2019,male,60-64,other_citizen,3.9,2019
01/01/2019,male,65-69,overall,428.5,2019
01/01/2019,male,65-69,bumi_malay,198.5,2019
01/01/2019,male,65-69,bumi_other,39.8,2019
01/01/2019,male,65-69,chinese,145.8,2019
01/01/2019,male,65-69,indian,30.5,2019
01/01/2019,male,65-69,other_citizen,2.6,2019
01/01/2019,male,70-74,overall,294.5,2019
01/01/2019,male,70-74,bumi_malay,128.8,2019
01/01/2019,male,70-74,bumi_other,25.7,2019
01/01/2019,male,70-74,chinese,112.1,2019
01/01/2019,male,70-74,indian,19.8,2019
01/01/2019,male,70-74,other_citizen,1.4,2019
01/01/2019,male,75-79,overall,163,2019
01/01/2019,male,75-79,bumi_malay,66.7,2019
01/01/2019,male,75-79,bumi_other,17.2,2019
01/01/2019,male,75-79,chinese,65.2,2019
01/01/2019,male,75-79,indian,9.2,2019
01/01/2019,male,75-79,other_citizen,0.9,2019
01/01/2019,male,80-84,overall,97,2019
01/01/2019,male,80-84,bumi_malay,37.6,2019
01/01/2019,male,80-84,bumi_other,8.9,2019
01/01/2019,male,80-84,chinese,41.1,2019
01/01/2019,male,80-84,indian,6,2019
01/01/2019,male,80-84,other_citizen,0.4,2019
01/01/2019,male,85+,overall,75,2019
01/01/2019,male,85+,bumi_malay,31.9,2019
01/01/2019,male,85+,bumi_other,9.2,2019
01/01/2019,male,85+,chinese,24,2019
01/01/2019,male,85+,indian,4.9,2019
01/01/2019,male,85+,other_citizen,0.6,2019
01/01/2020,female,0-4,overall,1233,2020
01/01/2020,female,0-4,bumi_malay,724.2,2020
01/01/2020,female,0-4,bumi_other,144,2020
01/01/2020,female,0-4,chinese,204.2,2020
01/01/2020,female,0-4,indian,62.5,2020
01/01/2020,female,0-4,other_citizen,8,2020
01/01/2020,female,5-9,overall,1273.1,2020
01/01/2020,female,5-9,bumi_malay,728.9,2020
01/01/2020,female,5-9,bumi_other,145.8,2020
01/01/2020,female,5-9,chinese,245.8,2020
01/01/2020,female,5-9,indian,73.2,2020
01/01/2020,female,5-9,other_citizen,8.5,2020
01/01/2020,female,10-14,overall,1259.6,2020
01/01/2020,female,10-14,bumi_malay,682.4,2020
01/01/2020,female,10-14,bumi_other,184.9,2020
01/01/2020,female,10-14,chinese,269.9,2020
01/01/2020,female,10-14,indian,82.1,2020
01/01/2020,female,10-14,other_citizen,6.4,2020
01/01/2020,female,15-19,overall,1350.9,2020
01/01/2020,female,15-19,bumi_malay,787.1,2020
01/01/2020,female,15-19,bumi_other,174.3,2020
01/01/2020,female,15-19,chinese,245.9,2020
01/01/2020,female,15-19,indian,79.9,2020
01/01/2020,female,15-19,other_citizen,8.7,2020
01/01/2020,female,20-24,overall,1322.4,2020
01/01/2020,female,20-24,bumi_malay,724.1,2020
01/01/2020,female,20-24,bumi_other,169.6,2020
01/01/2020,female,20-24,chinese,234.8,2020
01/01/2020,female,20-24,indian,77.1,2020
01/01/2020,female,20-24,other_citizen,8.9,2020
01/01/2020,female,25-29,overall,1310,2020
01/01/2020,female,25-29,bumi_malay,687,2020
01/01/2020,female,25-29,bumi_other,174.6,2020
01/01/2020,female,25-29,chinese,241,2020
01/01/2020,female,25-29,indian,79.8,2020
01/01/2020,female,25-29,other_citizen,9.1,2020
01/01/2020,female,30-34,overall,1342.1,2020
01/01/2020,female,30-34,bumi_malay,731,2020
01/01/2020,female,30-34,bumi_other,162.2,2020
01/01/2020,female,30-34,chinese,266,2020
01/01/2020,female,30-34,indian,83.6,2020
01/01/2020,female,30-34,other_citizen,9.9,2020
01/01/2020,female,35-39,overall,1278.2,2020
01/01/2020,female,35-39,bumi_malay,678.9,2020
01/01/2020,female,35-39,bumi_other,148.5,2020
01/01/2020,female,35-39,chinese,286.4,2020
01/01/2020,female,35-39,indian,85.1,2020
01/01/2020,female,35-39,other_citizen,8.6,2020
01/01/2020,female,40-44,overall,1027.7,2020
01/01/2020,female,40-44,bumi_malay,530.8,2020
01/01/2020,female,40-44,bumi_other,111.8,2020
01/01/2020,female,40-44,chinese,254.5,2020
01/01/2020,female,40-44,indian,72.6,2020
01/01/2020,female,40-44,other_citizen,6.7,2020
01/01/2020,female,45-49,overall,885.9,2020
01/01/2020,female,45-49,bumi_malay,450,2020
01/01/2020,female,45-49,bumi_other,100.9,2020
01/01/2020,female,45-49,chinese,233.3,2020
01/01/2020,female,45-49,indian,63.6,2020
01/01/2020,female,45-49,other_citizen,5.5,2020
01/01/2020,female,50-54,overall,782,2020
01/01/2020,female,50-54,bumi_malay,398.1,2020
01/01/2020,female,50-54,bumi_other,87.5,2020
01/01/2020,female,50-54,chinese,215.3,2020
01/01/2020,female,50-54,indian,56.7,2020
01/01/2020,female,50-54,other_citizen,4.5,2020
01/01/2020,female,55-59,overall,716.4,2020
01/01/2020,female,55-59,bumi_malay,369.4,2020
01/01/2020,female,55-59,bumi_other,75.6,2020
01/01/2020,female,55-59,chinese,200.1,2020
01/01/2020,female,55-59,indian,54.8,2020
01/01/2020,female,55-59,other_citizen,3.8,2020
01/01/2020,female,60-64,overall,575.2,2020
01/01/2020,female,60-64,bumi_malay,292.4,2020
01/01/2020,female,60-64,bumi_other,56.7,2020
01/01/2020,female,60-64,chinese,170.3,2020
01/01/2020,female,60-64,indian,45,2020
01/01/2020,female,60-64,other_citizen,2.8,2020
01/01/2020,female,65-69,overall,460.4,2020
01/01/2020,female,65-69,bumi_malay,238.5,2020
01/01/2020,female,65-69,bumi_other,44.8,2020
01/01/2020,female,65-69,chinese,116.2,2020
01/01/2020,female,65-69,indian,32.6,2020
01/01/2020,female,65-69,other_citizen,3.1,2020
01/01/2020,female,70-74,overall,313.8,2020
01/01/2020,female,70-74,bumi_malay,159.4,2020
01/01/2020,female,70-74,bumi_other,29.7,2020
01/01/2020,female,70-74,chinese,88.2,2020
01/01/2020,female,70-74,indian,22.1,2020
01/01/2020,female,70-74,other_citizen,2,2020
01/01/2020,female,75-79,overall,172.8,2020
01/01/2020,female,75-79,bumi_malay,84.5,2020
01/01/2020,female,75-79,bumi_other,18.6,2020
01/01/2020,female,75-79,chinese,51.5,2020
01/01/2020,female,75-79,indian,10.2,2020
01/01/2020,female,75-79,other_citizen,1.2,2020
01/01/2020,female,80-84,overall,105.5,2020
01/01/2020,female,80-84,bumi_malay,49.8,2020
01/01/2020,female,80-84,bumi_other,10.3,2020
01/01/2020,female,80-84,chinese,33.2,2020
01/01/2020,female,80-84,indian,6.1,2020
01/01/2020,female,80-84,other_citizen,0.5,2020
01/01/2020,female,85+,overall,72,2020
01/01/2020,female,85+,bumi_malay,32.8,2020
01/01/2020,female,85+,bumi_other,8.7,2020
01/01/2020,female,85+,chinese,18.1,2020
01/01/2020,female,85+,indian,4.6,2020
01/01/2020,female,85+,other_citizen,0.5,2020
01/01/2020,male,0-4,overall,1286.4,2020
01/01/2020,male,0-4,bumi_malay,753.6,2020
01/01/2020,male,0-4,bumi_other,153.8,2020
01/01/2020,male,0-4,chinese,208,2020
01/01/2020,male,0-4,indian,62.4,2020
01/01/2020,male,0-4,other_citizen,8.6,2020
01/01/2020,male,5-9,overall,1368.1,2020
01/01/2020,male,5-9,bumi_malay,779.2,2020
01/01/2020,male,5-9,bumi_other,154.8,2020
01/01/2020,male,5-9,chinese,266.5,2020
01/01/2020,male,5-9,indian,79.1,2020
01/01/2020,male,5-9,other_citizen,9.3,2020
01/01/2020,male,10-14,overall,1351.6,2020
01/01/2020,male,10-14,bumi_malay,730.5,2020
01/01/2020,male,10-14,bumi_other,194.7,2020
01/01/2020,male,10-14,chinese,294.5,2020
01/01/2020,male,10-14,indian,87,2020
01/01/2020,male,10-14,other_citizen,7.3,2020
01/01/2020,male,15-19,overall,1488.6,2020
01/01/2020,male,15-19,bumi_malay,853.7,2020
01/01/2020,male,15-19,bumi_other,181.3,2020
01/01/2020,male,15-19,chinese,267.9,2020
01/01/2020,male,15-19,indian,87.1,2020
01/01/2020,male,15-19,other_citizen,11.8,2020
01/01/2020,male,20-24,overall,1544.6,2020
01/01/2020,male,20-24,bumi_malay,761.8,2020
01/01/2020,male,20-24,bumi_other,170,2020
01/01/2020,male,20-24,chinese,250.2,2020
01/01/2020,male,20-24,indian,82.3,2020
01/01/2020,male,20-24,other_citizen,11.2,2020
01/01/2020,male,25-29,overall,1581.6,2020
01/01/2020,male,25-29,bumi_malay,696,2020
01/01/2020,male,25-29,bumi_other,171.8,2020
01/01/2020,male,25-29,chinese,247.5,2020
01/01/2020,male,25-29,indian,80.4,2020
01/01/2020,male,25-29,other_citizen,12.2,2020
01/01/2020,male,30-34,overall,1565,2020
01/01/2020,male,30-34,bumi_malay,727,2020
01/01/2020,male,30-34,bumi_other,158,2020
01/01/2020,male,30-34,chinese,263.2,2020
01/01/2020,male,30-34,indian,85.5,2020
01/01/2020,male,30-34,other_citizen,13.6,2020
01/01/2020,male,35-39,overall,1464.4,2020
01/01/2020,male,35-39,bumi_malay,694.3,2020
01/01/2020,male,35-39,bumi_other,150.7,2020
01/01/2020,male,35-39,chinese,291.9,2020
01/01/2020,male,35-39,indian,90,2020
01/01/2020,male,35-39,other_citizen,10.7,2020
01/01/2020,male,40-44,overall,1167.1,2020
01/01/2020,male,40-44,bumi_malay,554.7,2020
01/01/2020,male,40-44,bumi_other,111.9,2020
01/01/2020,male,40-44,chinese,270.1,2020
01/01/2020,male,40-44,indian,77.2,2020
01/01/2020,male,40-44,other_citizen,7.5,2020
01/01/2020,male,45-49,overall,957.8,2020
01/01/2020,male,45-49,bumi_malay,458.1,2020
01/01/2020,male,45-49,bumi_other,98.7,2020
01/01/2020,male,45-49,chinese,248.6,2020
01/01/2020,male,45-49,indian,63,2020
01/01/2020,male,45-49,other_citizen,5.5,2020
01/01/2020,male,50-54,overall,804,2020
01/01/2020,male,50-54,bumi_malay,391.2,2020
01/01/2020,male,50-54,bumi_other,89.3,2020
01/01/2020,male,50-54,chinese,220.6,2020
01/01/2020,male,50-54,indian,55.1,2020
01/01/2020,male,50-54,other_citizen,4.6,2020
01/01/2020,male,55-59,overall,743.4,2020
01/01/2020,male,55-59,bumi_malay,367.8,2020
01/01/2020,male,55-59,bumi_other,76.3,2020
01/01/2020,male,55-59,chinese,216.8,2020
01/01/2020,male,55-59,indian,53.3,2020
01/01/2020,male,55-59,other_citizen,4,2020
01/01/2020,male,60-64,overall,576.8,2020
01/01/2020,male,60-64,bumi_malay,280.6,2020
01/01/2020,male,60-64,bumi_other,60,2020
01/01/2020,male,60-64,chinese,176.7,2020
01/01/2020,male,60-64,indian,39.9,2020
01/01/2020,male,60-64,other_citizen,3.4,2020
01/01/2020,male,65-69,overall,457,2020
01/01/2020,male,65-69,bumi_malay,230.7,2020
01/01/2020,male,65-69,bumi_other,50.5,2020
01/01/2020,male,65-69,chinese,115.5,2020
01/01/2020,male,65-69,indian,29.3,2020
01/01/2020,male,65-69,other_citizen,3.3,2020
01/01/2020,male,70-74,overall,297.6,2020
01/01/2020,male,70-74,bumi_malay,147,2020
01/01/2020,male,70-74,bumi_other,28.7,2020
01/01/2020,male,70-74,chinese,86,2020
01/01/2020,male,70-74,indian,18.5,2020
01/01/2020,male,70-74,other_citizen,2,2020
01/01/2020,male,75-79,overall,156.5,2020
01/01/2020,male,75-79,bumi_malay,71.1,2020
01/01/2020,male,75-79,bumi_other,18.8,2020
01/01/2020,male,75-79,chinese,48.7,2020
01/01/2020,male,75-79,indian,8.6,2020
01/01/2020,male,75-79,other_citizen,0.8,2020
01/01/2020,male,80-84,overall,89.2,2020
01/01/2020,male,80-84,bumi_malay,37.9,2020
01/01/2020,male,80-84,bumi_other,9.8,2020
01/01/2020,male,80-84,chinese,29.4,2020
01/01/2020,male,80-84,indian,5.2,2020
01/01/2020,male,80-84,other_citizen,0.4,2020
01/01/2020,male,85+,overall,66.5,2020
01/01/2020,male,85+,bumi_malay,28.4,2020
01/01/2020,male,85+,bumi_other,8.9,2020
01/01/2020,male,85+,chinese,15.7,2020
01/01/2020,male,85+,indian,3.7,2020
01/01/2020,male,85+,other_citizen,0.5,2020
01/01/2021,female,0-4,overall,1195.8,2021
01/01/2021,female,0-4,bumi_malay,727.1,2021
01/01/2021,female,0-4,bumi_other,134.3,2021
01/01/2021,female,0-4,chinese,181.6,2021
01/01/2021,female,0-4,indian,57.9,2021
01/01/2021,female,0-4,other_citizen,9.4,2021
01/01/2021,female,5-9,overall,1276.2,2021
01/01/2021,female,5-9,bumi_malay,741.8,2021
01/01/2021,female,5-9,bumi_other,143.2,2021
01/01/2021,female,5-9,chinese,244,2021
01/01/2021,female,5-9,indian,71.5,2021
01/01/2021,female,5-9,other_citizen,8.3,2021
01/01/2021,female,10-14,overall,1252.5,2021
01/01/2021,female,10-14,bumi_malay,697.3,2021
01/01/2021,female,10-14,bumi_other,171,2021
01/01/2021,female,10-14,chinese,263.4,2021
01/01/2021,female,10-14,indian,81.3,2021
01/01/2021,female,10-14,other_citizen,7,2021
01/01/2021,female,15-19,overall,1329.9,2021
01/01/2021,female,15-19,bumi_malay,766.3,2021
01/01/2021,female,15-19,bumi_other,169,2021
01/01/2021,female,15-19,chinese,253,2021
01/01/2021,female,15-19,indian,80.9,2021
01/01/2021,female,15-19,other_citizen,8.1,2021
01/01/2021,female,20-24,overall,1338.2,2021
01/01/2021,female,20-24,bumi_malay,750,2021
01/01/2021,female,20-24,bumi_other,163.8,2021
01/01/2021,female,20-24,chinese,235.8,2021
01/01/2021,female,20-24,indian,76.9,2021
01/01/2021,female,20-24,other_citizen,8.9,2021
01/01/2021,female,25-29,overall,1291.7,2021
01/01/2021,female,25-29,bumi_malay,685.8,2021
01/01/2021,female,25-29,bumi_other,169,2021
01/01/2021,female,25-29,chinese,236.8,2021
01/01/2021,female,25-29,indian,78.2,2021
01/01/2021,female,25-29,other_citizen,8.9,2021
01/01/2021,female,30-34,overall,1326.9,2021
01/01/2021,female,30-34,bumi_malay,728.3,2021
01/01/2021,female,30-34,bumi_other,159,2021
01/01/2021,female,30-34,chinese,261.2,2021
01/01/2021,female,30-34,indian,83.2,2021
01/01/2021,female,30-34,other_citizen,9.7,2021
01/01/2021,female,35-39,overall,1306.6,2021
01/01/2021,female,35-39,bumi_malay,708.7,2021
01/01/2021,female,35-39,bumi_other,148.7,2021
01/01/2021,female,35-39,chinese,287,2021
01/01/2021,female,35-39,indian,85.8,2021
01/01/2021,female,35-39,other_citizen,9,2021
01/01/2021,female,40-44,overall,1058.1,2021
01/01/2021,female,40-44,bumi_malay,555.6,2021
01/01/2021,female,40-44,bumi_other,114,2021
01/01/2021,female,40-44,chinese,257.8,2021
01/01/2021,female,40-44,indian,74.6,2021
01/01/2021,female,40-44,other_citizen,7.1,2021
01/01/2021,female,45-49,overall,905.8,2021
01/01/2021,female,45-49,bumi_malay,465.7,2021
01/01/2021,female,45-49,bumi_other,100.1,2021
01/01/2021,female,45-49,chinese,238,2021
01/01/2021,female,45-49,indian,65.2,2021
01/01/2021,female,45-49,other_citizen,5.6,2021
01/01/2021,female,50-54,overall,791.8,2021
01/01/2021,female,50-54,bumi_malay,405.6,2021
01/01/2021,female,50-54,bumi_other,87.2,2021
01/01/2021,female,50-54,chinese,217.8,2021
01/01/2021,female,50-54,indian,57.5,2021
01/01/2021,female,50-54,other_citizen,4.6,2021
01/01/2021,female,55-59,overall,722.4,2021
01/01/2021,female,55-59,bumi_malay,374.4,2021
01/01/2021,female,55-59,bumi_other,76,2021
01/01/2021,female,55-59,chinese,201.5,2021
01/01/2021,female,55-59,indian,54.5,2021
01/01/2021,female,55-59,other_citizen,3.9,2021
01/01/2021,female,60-64,overall,601.3,2021
01/01/2021,female,60-64,bumi_malay,307.9,2021
01/01/2021,female,60-64,bumi_other,58.9,2021
01/01/2021,female,60-64,chinese,176.8,2021
01/01/2021,female,60-64,indian,47,2021
01/01/2021,female,60-64,other_citizen,3,2021
01/01/2021,female,65-69,overall,480.1,2021
01/01/2021,female,65-69,bumi_malay,248.1,2021
01/01/2021,female,65-69,bumi_other,45.4,2021
01/01/2021,female,65-69,chinese,125.2,2021
01/01/2021,female,65-69,indian,34.3,2021
01/01/2021,female,65-69,other_citizen,3.1,2021
01/01/2021,female,70-74,overall,331.6,2021
01/01/2021,female,70-74,bumi_malay,171.5,2021
01/01/2021,female,70-74,bumi_other,30.4,2021
01/01/2021,female,70-74,chinese,92.1,2021
01/01/2021,female,70-74,indian,23.5,2021
01/01/2021,female,70-74,other_citizen,2.2,2021
01/01/2021,female,75-79,overall,186.8,2021
01/01/2021,female,75-79,bumi_malay,93.5,2021
01/01/2021,female,75-79,bumi_other,19.3,2021
01/01/2021,female,75-79,chinese,54.7,2021
01/01/2021,female,75-79,indian,11.5,2021
01/01/2021,female,75-79,other_citizen,1.4,2021
01/01/2021,female,80-84,overall,109.2,2021
01/01/2021,female,80-84,bumi_malay,52.3,2021
01/01/2021,female,80-84,bumi_other,10.6,2021
01/01/2021,female,80-84,chinese,34.2,2021
01/01/2021,female,80-84,indian,6.2,2021
01/01/2021,female,80-84,other_citizen,0.5,2021
01/01/2021,female,85+,overall,71.1,2021
01/01/2021,female,85+,bumi_malay,33.7,2021
01/01/2021,female,85+,bumi_other,8.6,2021
01/01/2021,female,85+,chinese,16.8,2021
01/01/2021,female,85+,indian,4.6,2021
01/01/2021,female,85+,other_citizen,0.5,2021
01/01/2021,male,0-4,overall,1249.8,2021
01/01/2021,male,0-4,bumi_malay,757.9,2021
01/01/2021,male,0-4,bumi_other,142.7,2021
01/01/2021,male,0-4,chinese,186,2021
01/01/2021,male,0-4,indian,58.1,2021
01/01/2021,male,0-4,other_citizen,10.1,2021
01/01/2021,male,5-9,overall,1363.3,2021
01/01/2021,male,5-9,bumi_malay,789,2021
01/01/2021,male,5-9,bumi_other,154.6,2021
01/01/2021,male,5-9,chinese,259.6,2021
01/01/2021,male,5-9,indian,75.9,2021
01/01/2021,male,5-9,other_citizen,9,2021
01/01/2021,male,10-14,overall,1347.6,2021
01/01/2021,male,10-14,bumi_malay,749,2021
01/01/2021,male,10-14,bumi_other,178.5,2021
01/01/2021,male,10-14,chinese,289.4,2021
01/01/2021,male,10-14,indian,86.7,2021
01/01/2021,male,10-14,other_citizen,7.9,2021
01/01/2021,male,15-19,overall,1470.8,2021
